Dootrip,Departure,Capacity,In transit,Transported,Status,Load,Origin,Destination,Arrival,Dootrippers,Additional info
Dootrip #000005530 - from Mülheim an der Ruhr (Germany) to München (Germany),2025-09-29T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-02T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005531 - from BARCELONA (Spain) to BENIN (Benin),2025-09-27T09:00:00,3,0,3,Pending,Full,Spain,Benin,2025-09-28T09:00:00, CarlosQ,
Dootrip #000005532 - from Hamburg (Germany) to Kasese (Uganda),2025-10-26T08:00:00,8,0,8,Completed,Full,Germany,Uganda,2025-10-27T16:45:00, Rhein-Ruhr-Hub,Reisegruppe von Marie-Schlei-Verein e.V.
Dootrip #000005524 - from Mülheim an der Ruhr (Germany) to Halle (Saale) (Germany),2025-09-29T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-02T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005525 - from Mülheim an der Ruhr (Germany) to Mülheim an der Ruhr (Germany),2025-10-13T08:00:00,2,0,2,Completed,Full,Germany,Germany,2025-10-17T17:00:00, Rhein-Ruhr-Hub,Abholung nach Absprache in MH
Dootrip #000005533 - from Mülheim an der Ruhr (Germany) to Kinshasa (Congo (Kinshasa)),2025-09-26T08:00:00,10,0,10,Completed,Full,Germany,Congo (Kinshasa),2025-09-27T17:00:00, Rhein-Ruhr-Hub,Abholung durch Donaly
Dootrip #000005534 - from Mülheim an der Ruhr (Germany) to Gersthofen (Germany),2025-09-29T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-02T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
"Dootrip #000005535 - from Barcelona (Spain) to Oreyo , Ikorodu (Nigeria)",2025-11-01T11:00:00,2,0,0,Pending,Not full,Spain,Nigeria,2025-11-02T15:00:00, olaolumusic,
Dootrip #000005536 - from Mülheim an der Ruhr (Germany) to Dessau-Roßlau (Germany),2025-09-29T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-02T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005537 - from Mülheim an der Ruhr (Germany) to Bielefeld (Germany),2025-09-29T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-02T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005538 - from Wolnzach (Germany) to Kasese (Uganda),2025-10-07T08:00:00,2,0,2,Completed,Full,Germany,Uganda,2025-10-08T17:00:00, Rhein-Ruhr-Hub,Max St.
Dootrip #000005539 - from Barcelona (Spain) to Lake eyasi (Tanzania),2026-01-04T16:15:00,4,0,4,Pending,Full,Spain,Tanzania,2026-01-04T16:15:00, susmane,NGO is Tupendade Children Foundation. The school has 140 children. I can travel with 4 laptops.
Dootrip #000005540 - from Mülheim an der Ruhr (Germany) to Verl (Germany),2025-09-29T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-02T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005541 - from Mülheim an der Ruhr (Germany) to Rudersberg (Germany),2025-10-06T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-10T07:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005504 - from Stade (Germany) to Mbale (Uganda),2025-10-15T23:00:00,2,0,2,Completed,Full,Germany,Uganda,2025-10-16T23:00:00, DanielNeumann,
Dootrip #000005542 - from Mülheim an der Ruhr (Germany) to Lichtenfels (Germany),2025-10-06T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-10T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005543 - from Mülheim an der Ruhr (Germany) to Tuntenhausen (Germany),2025-10-06T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-10T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005544 - from Bedburg-Hau (Germany) to Ggulama (Uganda),2025-10-24T08:00:00,6,0,6,Completed,Full,Germany,Uganda,2025-11-07T17:00:00, Rhein-Ruhr-Hub,Blessed D.A. via Andrew Matsiko
Dootrip #000005545 - from Barcelona (Spain) to Varela (Guinea-Bissau),2025-12-26T13:30:00,100,0,19,Pending,Not full,Spain,Guinea-Bissau,2026-01-11T13:30:00, africawheelnetwork@gmail.com,Andrea Garotta
Dootrip #000005546 - from Barcelona (Spain) to Thionck Essyl (Senegal),2025-12-27T13:45:00,30,0,28,Pending,Not full,Spain,Senegal,2026-01-09T13:45:00, ALIOU MANE,Associacion red de ayuda sobre ruedas O.G.G
Dootrip #000005549 - from Mülheim an der Ruhr (Germany) to Einbeck (Germany),2025-10-13T08:00:00,1,0,2,Completed,Full,Germany,Germany,2025-10-17T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005552 - from Hamburg (Germany) to Kampala (Uganda),2025-11-24T08:30:00,6,0,6,Completed,Full,Germany,Uganda,2025-11-25T15:30:00, Leandra_Irr Asche Rüdiger HH,Annegret M.
Dootrip #000005555 - from Kaulsdorf (Germany) to Bukomansimbi (Uganda),2025-08-26T15:30:00,4,0,4,Completed,Full,Germany,Uganda,2025-08-27T15:30:00, weltsichten,via Post zu Sylvia - dann nach Uganda
"Dootrip #000005556 - from Kaulsdorf (Germany) to Kolkata, Sunderban Kids (India)",2025-09-18T15:30:00,5,0,0,Cancelled,Not full,Germany,India,2025-09-19T15:30:00, weltsichten,über Post zu Stefan - Kenia - nach Indien
Dootrip #000005557 - from Mülheim an der Ruhr (Germany) to Nürnberg (Germany),2025-10-07T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-10T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005562 - from Madrid (Spain) to Gran Canaria (Spain),2025-10-22T05:45:00,2,0,2,Completed,Full,Spain,Spain,2025-10-22T08:45:00, Natalia Gomez Esteban,"Blanca Perez Lozano (empleada de SIC4Chantge) sera la empleada encargada de llevar los ordenadores de Madrid a la oficna de SIC4Change, de Gran Canarias. Alli los recibirá Aidira Sanchez"
Dootrip #000005563 - from Madrid (Spain) to Gran Canaria (Spain),2025-10-22T05:45:00,2,0,2,Completed,Full,Spain,Spain,2025-10-22T08:45:00, Natalia Gomez Esteban,"Rosakny Duran (empleada de SIC4Chantge) sera la empleada encargada de llevar los ordenadores de Madrid a la oficna de SIC4Change, de Gran Canarias. Alli los recibirá Aidira Sanchez"
Dootrip #000005565 - from Bremen (Germany) to Kapstadt (South Africa),2025-11-10T15:45:00,2,0,2,Completed,Full,Germany,South Africa,2025-11-23T15:45:00, Bremen-Hub,Frank W.
Dootrip #000005566 - from Mülheim an der Ruhr (Germany) to Augsburg (Germany),2025-10-13T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-17T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005567 - from Mülheim an der Ruhr (Germany) to Augsburg (Germany),2025-10-13T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-17T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005568 - from Mülheim an der Ruhr (Germany) to Göttingen (Germany),2025-10-13T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-17T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005569 - from Helmstadt (Germany) to Kasanga (Uganda),2025-10-18T08:00:00,6,0,6,Completed,Full,Germany,Uganda,2025-10-19T17:00:00, Rhein-Ruhr-Hub,Br. Charles N.
Dootrip #000005570 - from Mülheim an der Ruhr (Germany) to Solingen (Germany),2025-10-08T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-08T17:00:00, Rhein-Ruhr-Hub,persönlich
Dootrip #000005571 - from Hagen  (Germany) to Varanasi (India),2025-10-14T08:00:00,2,0,2,Completed,Full,Germany,India,2025-10-15T17:00:00, Rhein-Ruhr-Hub,Andreas K.
Dootrip #000005573 - from Mülheim an der Ruhr (Germany) to Witzenhausen (Germany),2025-10-13T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-17T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005574 - from Mülheim an der Ruhr (Germany) to Bochum (Germany),2025-10-13T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-17T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005575 - from Mülheim an der Ruhr (Germany) to Bochum (Germany),2025-10-13T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-17T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005576 - from Hamburg (Germany) to Cape Town (South Africa),2025-10-14T08:00:00,4,0,4,Completed,Full,Germany,South Africa,2025-10-15T17:00:00, Rhein-Ruhr-Hub,Melanie B.
Dootrip #000005577 - from Köln (Germany) to Cape Town (South Africa),2025-10-16T08:00:00,1,0,1,Completed,Full,Germany,South Africa,2025-10-17T17:00:00, Rhein-Ruhr-Hub,Anna M.
Dootrip #000005578 - from Hildesheim (Germany) to Cape Town (South Africa),2025-10-16T08:00:00,3,0,3,Completed,Full,Germany,South Africa,2025-10-18T17:00:00, Rhein-Ruhr-Hub,Pia W.
Dootrip #000005579 - from Mülheim an der Ruhr (Germany) to Agona Nsaba (Ghana),2025-10-20T08:00:00,10,0,10,Completed,Full,Germany,Ghana,2025-10-21T17:00:00, Rhein-Ruhr-Hub,"Reisegruppe via Rita S., Unafo eV"
Dootrip #000005580 - from Mülheim an der Ruhr (Germany) to Gießen (Germany),2025-10-20T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-24T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005581 - from Essen (Germany) to Akado (Kenya),2025-10-13T08:00:00,5,0,5,Completed,Full,Germany,Kenya,2025-10-14T17:00:00, Rhein-Ruhr-Hub,13 Flugpaten via Kevin Uguru
Dootrip #000005304 - from Frankfurt (Germany) to Kalagi-Mukono (Uganda),2025-10-25T07:00:00,6,0,5,Completed,Not full,Germany,Uganda,2025-10-31T07:00:00, Leandra_Irr jfdzar,Joweria N.
Dootrip #000005582 - from Barcelona (Spain) to Fort Portal (Uganda),2025-10-26T07:00:00,14,0,14,Pending,Full,Spain,Uganda,2026-03-08T07:00:00, cooperatingngo,
Dootrip #000005583 - from Mülheim an der Ruhr (Germany) to Bad Oeynhausen (Germany),2025-10-20T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-24T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005584 - from Mülheim an der Ruhr (Germany) to Friedrichsdorf (Germany),2025-10-20T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-24T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005586 - from Mülheim an der Ruhr (Germany) to Darmstadt (Germany),2025-10-20T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-24T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005587 - from Mülheim an der Ruhr (Germany) to Berlin (Germany),2025-10-20T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-24T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005588 - from Mülheim an der Ruhr (Germany) to Altleiningen (Germany),2025-10-20T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-24T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005589 - from Berlin (Germany) to Karugutu (Uganda),2025-10-15T08:00:00,2,0,0,Completed,Not full,Germany,Uganda,2025-10-16T15:30:00, Rhein-Ruhr-Hub,Kenneth and Richard K.
Dootrip #000005585 - from Halle (Saale) (Germany) to Murusagamba (Tanzania),2025-10-27T08:00:00,2,0,2,Completed,Full,Germany,Tanzania,2025-10-28T17:00:00, Rhein-Ruhr-Hub,Frank M. M.
Dootrip #000005590 - from Mülheim an der Ruhr (Germany) to Dortmund (Germany),2025-10-20T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-24T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005591 - from Mülheim an der Ruhr (Germany) to Hürth (Germany),2025-10-20T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-24T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005592 - from Mülheim an der Ruhr (Germany) to Griesheim (Germany),2025-10-20T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-24T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005593 - from Mülheim an der Ruhr (Germany) to Oberhausen (Germany),2025-10-27T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-31T17:00:00, Rhein-Ruhr-Hub kapellenstraße,Auslieferung durch Peter H.
Dootrip #000005594 - from Mülheim an der Ruhr (Germany) to Lauingen (Germany),2025-10-27T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-31T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005595 - from Hamburg (Germany) to Kasese (Uganda),2025-10-25T08:00:00,2,0,2,Completed,Full,Germany,Uganda,2025-10-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
"Dootrip #000005596 - from Sarzbüttel (Germany) to Near Mampong - Kumasi, near Jamasi, District: Sekyere South, Asunsuso (Ghana)",2025-11-18T14:30:00,12,0,12,Completed,Full,Germany,Ghana,2025-11-20T11:00:00, Renate Schay,
Dootrip #000005597 - from Mülheim an der Ruhr (Germany) to Accra (Ghana),2025-12-01T08:00:00,5,0,5,Completed,Full,Germany,Ghana,2025-12-08T17:00:00, Rhein-Ruhr-Hub,Paul H.
Dootrip #000005598 - from Mülheim an der Ruhr (Germany) to Ilmenau (Germany),2025-10-27T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-31T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005599 - from Mülheim an der Ruhr (Germany) to Gießen (Germany),2025-10-27T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-31T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005600 - from Mülheim an der Ruhr (Germany) to Frankfurt am Main (Germany),2025-10-27T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-31T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005601 - from Mülheim an der Ruhr (Germany) to Mittweida (Germany),2025-10-27T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-31T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005602 - from BARCELONA (Spain) to Sedje (Benin),2025-11-07T10:00:00,2,0,2,Pending,Full,Spain,Benin,2025-11-08T08:00:00, CarlosQ,
Dootrip #000005604 - from Mülheim an der Ruhr (Germany) to Stuttgart (Germany),2025-11-03T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-07T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005605 - from Mülheim an der Ruhr (Germany) to Göttingen (Germany),2025-11-03T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-07T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005603 - from Mülheim an der Ruhr (Germany) to Pepease (Ghana),2025-12-31T08:00:00,25,0,25,Pending,Full,Germany,Ghana,2026-03-31T12:30:00, Rhein-Ruhr-Hub,Abholung durch Paul Hossou
Dootrip #000005606 - from Mülheim an der Ruhr (Germany) to Stadtlohn (Germany),2025-10-29T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-31T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005607 - from Mülheim an der Ruhr (Germany) to Kwahu Tafo (Ghana),2026-01-31T08:00:00,29,0,29,Pending,Full,Germany,Ghana,2026-03-31T17:00:00, Rhein-Ruhr-Hub,Abholung durch Paul Hossou
Dootrip #000005608 - from Kaulsdorf (Germany) to Kolkata (India),2025-11-15T09:45:00,8,0,8,Completed,Full,Germany,India,2025-11-16T09:45:00, weltsichten,"Axel, Stefanie und die Kenianer "
Dootrip #000005495 - from Hamburg (Germany) to Mpigi (Uganda),2026-03-31T18:15:00,2,0,2,Pending,Full,Germany,Uganda,2026-04-01T18:15:00, Leandra_Irr,Jana F.
Dootrip #000005547 - from Hamburg (Germany) to San Luis Potosi (Mexico),2025-10-30T18:30:00,4,0,4,Completed,Full,Germany,Mexico,2025-11-05T18:30:00, Leandra_Irr,Leandra I. 
Dootrip #000005548 - from Bad Schwartau (Germany) to Kampala (Uganda),2026-04-01T18:30:00,2,2,0,Completed,Full,Germany,Uganda,2026-05-12T18:30:00, Leandra_Irr Bernd Ziemens,
Dootrip #000005550 - from Hamburg (Germany) to Meegammana (Sri Lanka),2026-03-12T18:45:00,8,0,0,Cancelled,Not full,Germany,Sri Lanka,2026-03-19T18:45:00, Leandra_Irr,Leandra I.
Dootrip #000005551 - from Mülheim an der Ruhr (Germany) to Schweinfurt (Germany),2025-11-03T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-07T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005553 - from Mülheim an der Ruhr (Germany) to Cottbus (Germany),2025-11-03T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-07T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005554 - from Mülheim an der Ruhr (Germany) to Kinshasa (Congo (Kinshasa)),2025-11-05T08:00:00,15,0,15,Completed,Full,Germany,Congo (Kinshasa),2025-11-30T17:00:00, Rhein-Ruhr-Hub,Abholung durch Donaly
Dootrip #000005558 - from Kempten (Allgäu) (Germany) to Freetown (Sierra Leone),2025-12-20T08:30:00,30,0,0,Pending,Not full,Germany,Sierra Leone,2025-12-20T20:30:00, AlphasFoundationEV alitronics mc jprisab,
Dootrip #000005559 - from Mülheim an der Ruhr (Germany) to Bergheim (Germany),2025-11-03T17:00:00,1,0,0,Cancelled,Not full,Germany,Germany,2025-11-07T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005560 - from Merzig (Germany) to Nouakchott (Mauritania),2025-11-21T08:00:00,2,0,2,Completed,Full,Germany,Mauritania,2025-11-22T17:00:00, Rhein-Ruhr-Hub,"Christof K., SES"
Dootrip #000005561 - from Warendorf (Germany) to Karonga (Malawi),2026-01-23T08:00:00,3,0,3,Completed,Full,Germany,Malawi,2026-01-31T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005564 - from Mülheim an der Ruhr (Germany) to Braunschweig (Germany),2025-11-03T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-06T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005572 - from Mülheim an der Ruhr (Germany) to Göttingen (Germany),2025-11-03T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-07T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005609 - from Hamburg (Germany) to Sansibar (Tanzania),2025-12-26T16:00:00,4,0,0,Cancelled,Not full,Germany,Tanzania,2025-12-27T16:00:00, Leandra_Irr Rüdiger HH,Heike G. 
Dootrip #000005610 - from Mülheim an der Ruhr (Germany) to Cottbus (Germany),2025-11-10T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-14T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005611 - from Marktheidenfeld (Germany) to Nsukka (Nigeria),2026-03-31T08:00:00,15,15,0,Pending,Full,Germany,Nigeria,2026-05-31T17:00:00, Rhein-Ruhr-Hub kyraezikeuzor,by monthly parcel service via Kyra
Dootrip #000005612 - from Marktheidenfeld (Germany) to Nsukka (Nigeria),2026-06-30T08:00:00,15,0,0,Pending,Not full,Germany,Nigeria,2026-10-01T17:00:00, Rhein-Ruhr-Hub kyraezikeuzor,by monthly parcel service via Kyra
Dootrip #000005613 - from Mülheim an der Ruhr (Germany) to Rüsselsheim (Germany),2025-11-10T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-14T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005614 - from Kaulsdorf (Germany) to Santa Cruz (Bolivia),2025-11-02T09:00:00,7,0,7,Completed,Full,Germany,Bolivia,2025-11-11T09:00:00, weltsichten,über Irene Pürzer - Balzheim - nach Bolivien
Dootrip #000005615 - from Mülheim an der Ruhr (Germany) to Duisburg (Germany),2025-11-24T08:00:00,4,0,4,Completed,Full,Germany,Germany,2025-11-28T17:00:00, Rhein-Ruhr-Hub,Abholung
Dootrip #000005616 - from Mülheim an der Ruhr (Germany) to Trier (Germany),2025-11-17T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-21T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005617 - from Mülheim an der Ruhr (Germany) to Ivano-Frankivsk (Ukraine),2025-12-01T08:00:00,16,0,16,Completed,Full,Germany,Ukraine,2025-12-19T17:00:00, Rhein-Ruhr-Hub,per Lkw Tschernobil Kinder Hilfe e.V. via Oppeln
Dootrip #000005618 - from Niederwerrn (Germany) to Port Elizabeth (South Africa),2025-11-30T13:15:00,4,0,4,Completed,Full,Germany,South Africa,2025-12-31T13:15:00, Leandra_Irr Rüdiger HH,Derek 
Dootrip #000005619 - from Mülheim an der Ruhr (Germany) to Nürnberg (Germany),2025-11-17T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-21T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005620 - from Mülheim an der Ruhr (Germany) to Solnhofen (Germany),2025-11-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-14T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005621 - from Mülheim an der Ruhr (Germany) to St. Ingbert (Germany),2025-11-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-14T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005622 - from Amsterdam (Netherlands) to San Pedro Sula (Honduras),2025-12-28T19:00:00,5,0,0,Pending,Not full,Netherlands,Honduras,2025-12-29T06:15:00, educate.,Antonia McGrath
Dootrip #000005623 - from Mülheim an der Ruhr (Germany) to Borgholzhausen (Germany),2025-11-17T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-21T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005624 - from Kassel (Germany) to Dar Es Salaam (Tanzania),2025-12-15T08:00:00,3,0,3,Completed,Full,Germany,Tanzania,2025-12-17T17:00:00, Rhein-Ruhr-Hub,Neomi M.
Dootrip #000005625 - from Duisburg (Germany) to Ghana (Ghana),2026-01-10T09:00:00,18,0,17,Completed,Not full,Germany,Ghana,2026-01-31T17:00:00, Rhein-Ruhr-Hub,Schülergruppe Hildegardis Gymnsium Duisburg
Dootrip #000005626 - from Hohenwart (Germany) to Jinja (Uganda),2025-12-28T08:00:00,2,0,2,Completed,Full,Germany,Uganda,2025-12-29T17:00:00, Rhein-Ruhr-Hub,Felix F. (Zusendung via DHL)
Dootrip #000005627 - from Mülheim an der Ruhr (Germany) to Willstätt (Germany),2025-11-24T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-28T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005628 - from Mülheim an der Ruhr (Germany) to Kinshasa (Congo (Kinshasa)),2025-11-24T08:00:00,3,0,3,Completed,Full,Germany,Congo (Kinshasa),2026-02-28T08:00:00, Rhein-Ruhr-Hub,Fracht Donaly M.
Dootrip #000005629 - from Madrid (Spain) to Gran Canaria (Spain),2025-11-24T05:45:00,2,0,0,Completed,Not full,Spain,Spain,2025-11-24T08:45:00, Natalia Gomez Esteban,"Blanca Perez Lozano (empleada de SIC4Chantge) sera la empleada encargada de llevar los ordenadores de Madrid a la oficna de SIC4Change, de Gran Canarias. Alli los recibirá Aidira Sanchez"
Dootrip #000005630 - from Freiburg  (Germany) to Kasese (Uganda),2026-02-15T08:00:00,2,0,2,Completed,Full,Germany,Uganda,2026-02-16T17:00:00, Rhein-Ruhr-Hub,Catherine K.
Dootrip #000005631 - from Mülheim an der Ruhr (Germany) to Konz (Germany),2025-11-24T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-11-28T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005632 - from Heidelberg (Germany) to Varanasi (India),2025-11-25T08:00:00,1,0,1,Completed,Full,Germany,India,2025-11-26T17:00:00, Rhein-Ruhr-Hub,Stefan D.
Dootrip #000005633 - from München (Germany) to Varanasi (India),2025-12-05T08:00:00,2,0,2,Completed,Full,Germany,India,2025-12-06T17:00:00, Rhein-Ruhr-Hub,Rüdiger M.
Dootrip #000005634 - from Münster (Germany) to Lomé (Togo),2026-02-28T08:00:00,11,11,0,Pending,Full,Germany,Togo,2026-04-30T17:00:00, Rhein-Ruhr-Hub,monatliche Schifffracht
Dootrip #000005635 - from Bonn (Germany) to Bulawayo (Zimbabwe),2026-03-28T21:00:00,25,0,25,Pending,Full,Germany,Zimbabwe,2026-03-30T09:00:00, Bonn-Hub Rhein-Ruhr-Hub,Friedrich L.
